sma_short,sma_long,Sharpe,MaxDrawdown,AnnReturn,Volatility,win_rate,loss_rate,avg_win,avg_loss,total_trades
5,20,-1.0000018757826274,-0.2988122202148394,9.580874103136352,0.3227305704942023,0.92,0.08,53.614924464235585,-12.222940399206326,50
5,40,1.6210714923653509,-0.17472785375719538,42.87344363154297,0.31601977659681624,0.9,0.1,61.214134653514115,-12.05731330687918,50
5,60,-0.1718549557246798,-0.11254438032049799,119.33086680824051,0.34356116428515776,1.0,0.0,55.97745987700085,0.0,50
5,80,-0.9850043417179185,-0.08510844072632316,137.4186899271271,0.3136500853282254,0.96,0.04,52.872791954187356,-23.53197275035072,50
5,100,0.8817322824949994,-0.08661616288390327,149.7363288792428,0.3251918518903902,0.96,0.04,47.42143420817367,-17.164634306113584,50
10,20,-0.520714907308931,-0.21774398145535126,14.633688134128237,0.31743047660906104,0.92,0.08,50.401739289371015,-8.105174856853855,50
10,40,1.8201964383742286,-0.1599807986714756,70.53743760793722,0.32548579313131737,0.9,0.1,50.08569041267192,-11.680770954887755,50
10,60,1.3999401542557295,-0.12433865820452607,188.37004530334048,0.3057357677700737,0.96,0.04,48.31962748729777,-19.044693444154667,50
10,80,1.2931508056482877,-0.08048919376156093,760.0960151897357,0.30522837426610583,0.94,0.06,57.840877024219246,-27.889489904822785,50
10,100,-0.14888381559822586,-0.08579127788674817,2444.944955952759,0.32834501997752036,0.94,0.06,53.663873967433155,-9.26859083774577,50
15,20,0.5912677026983268,-0.21902856832158613,9.22206936476735,0.3097017258357763,0.92,0.08,48.658083301203476,-4.934030683639413,50
15,40,0.8603277267494741,-0.14983294013388737,398.1398325622163,0.3146331700945071,0.94,0.06,56.7933320415018,-18.591677361679903,50
15,60,1.655296030774614,-0.1297198694210588,911.7390852167475,0.32940707189248714,0.96,0.04,52.28728473200709,-0.2901945265607573,50
15,80,1.8552150429759093,-0.08088928128918337,3753.831518776077,0.31512882999177794,1.0,0.0,50.7046264790772,0.0,50
15,100,0.933290998352303,-0.07526680746874008,3669.909351283264,0.31601842415969433,0.96,0.04,47.37034917994288,-7.6491012650420025,50
20,20,,,,,0.0,0.0,0.0,0.0,0
20,40,0.3656222891526889,-0.11469314928972803,564.0799019918858,0.31932965409036823,0.94,0.06,49.669409257583865,-15.346970374919309,50
20,60,0.6449889684299591,-0.13849705505942914,406.2091490281123,0.3246743448616431,1.0,0.0,48.4570102353947,0.0,50
20,80,3.333158078138701,-0.10182104842299017,5989.265124239945,0.32124303545352223,0.94,0.06,54.29206184710943,-10.867389048729905,50
20,100,0.8110513963192721,-0.09314695281964863,16926.076912180753,0.3113067831227393,0.94,0.06,52.13274573308721,-10.579224033845252,50
25,20,0.1879305385712116,-0.19024505923257798,15.693698354602041,0.33474726518684667,0.9,0.1,52.87388671278837,-12.37351890609386,50
25,40,1.2223845273436633,-0.09727991147609426,575.1939555141399,0.319579794669172,0.96,0.04,56.26285544449953,-35.33679192300366,50
25,60,1.323993532172858,-0.14091333635231518,1348.8981798380007,0.2986214155078074,0.96,0.04,49.345393029231865,-31.263334978239996,50
25,80,0.9249621135227306,-0.1118328908843439,10544.08737363317,0.31046660336752196,0.94,0.06,51.675700439662656,-13.484718460743741,50
25,100,0.8700683081151172,-0.13591745966588928,13098.648594582755,0.3401669173018769,0.92,0.08,58.0359531570491,-11.902150944177697,50
30,20,0.5478795375365156,-0.20150599651035292,76.44761203560641,0.2984924895425659,0.98,0.02,47.56341580210387,-11.060204242609444,50
30,40,-0.03673692271407322,-0.1322110760660546,150.56933354091242,0.3125442610992746,0.98,0.02,53.88991788868251,-23.375768380457316,50
30,60,1.7852345682222355,-0.09538852066958123,2568.1735259590773,0.3294018998859218,0.96,0.04,52.968451391505276,-17.590635178084856,50
30,80,1.043635144017031,-0.08608039954583348,35592.61438158301,0.31716752628942074,0.94,0.06,50.22646128579174,-28.505373504994598,50
30,100,0.5219195969423363,-0.10563682581868541,45038.24783414115,0.28954770447496714,0.96,0.04,48.674931691106536,-10.451924188550205,50
